percentile,age_group,gender,resting_heart_rate_bpm,resting_heart_rate_covariance_value,azm_in_fat_burn_minute_cnt,azm_in_cardio_minute_cnt,azm_in_peak_minute_cnt,azm_total_multiplied_azm_cnt,step_cnt,sleep_rem_minute_cnt,sleep_deep_minute_cnt,sleep_all_awake_cnt,sleep_light_minute_cnt,sleep_all_asleep_minute_cnt,stress_management_score
5,45-54,male,53,7.0,1,0,0,1,985.0,27,23,0,138,0,64
6,45-54,male,54,7.0,1,0,0,2,1292.0,29,25,0,143,0,65
7,45-54,male,54,7.0,2,0,0,2,1572.0,31,26,0,148,0,66
8,45-54,male,55,7.0,2,0,0,2,1832.0,33,28,0,152,0,66
9,45-54,male,55,7.0,2,0,0,2,2072.0,35,30,0,156,0,67
10,45-54,male,56,7.0,2,0,0,3,2297.0,37,31,0,159,0,67
11,45-54,male,56,7.0,3,0,0,3,2509.0,39,32,0,162,0,67
12,45-54,male,56,7.0,3,0,0,3,2709.0,40,33,0,165,0,68
13,45-54,male,57,7.0,3,0,0,3,2899.0,42,35,0,168,0,68
14,45-54,male,57,7.0,3,0,0,4,3081.0,43,36,0,171,0,68
15,45-54,male,57,7.0,4,0,0,4,3254.0,45,37,0,174,0,69
16,45-54,male,58,7.0,4,0,0,4,3423.0,46,38,0,176,0,69
17,45-54,male,58,7.0,4,0,0,5,3586.0,47,39,0,179,0,69
18,45-54,male,58,7.0,4,0,0,5,3744.0,49,40,0,181,0,70
19,45-54,male,58,7.0,5,0,0,5,3899.0,50,40,0,183,0,70
20,45-54,male,59,7.0,5,0,0,6,4050.0,51,41,0,185,0,70
21,45-54,male,59,7.0,5,0,0,6,4196.0,52,42,0,187,0,70
22,45-54,male,59,7.0,6,0,0,6,4340.0,53,43,0,189,0,71
23,45-54,male,60,7.0,6,0,0,7,4482.0,54,44,0,191,0,71
24,45-54,male,60,7.0,6,0,0,7,4622.0,55,45,0,193,0,71
25,45-54,male,60,7.0,7,0,0,7,4759.0,56,45,0,195,0,71
26,45-54,male,60,7.0,7,0,0,8,4896.0,57,46,0,197,0,71
27,45-54,male,60,7.0,7,0,0,8,5030.0,58,47,0,199,0,72
28,45-54,male,61,7.0,8,0,0,9,5161.0,59,48,0,201,0,72
29,45-54,male,61,7.0,8,0,0,9,5292.0,60,48,0,202,0,72
30,45-54,male,61,7.0,8,0,0,10,5423.0,61,49,0,204,0,72
31,45-54,male,61,7.0,9,0,0,10,5553.0,62,50,0,206,0,73
32,45-54,male,62,7.0,9,0,0,11,5682.0,63,51,0,207,0,73
33,45-54,male,62,7.0,10,0,0,11,5810.0,64,51,0,209,0,73
34,45-54,male,62,7.0,10,0,0,12,5939.0,65,52,0,211,0,73
35,45-54,male,62,7.0,11,0,0,12,6067.0,66,53,0,212,0,73
36,45-54,male,63,7.0,11,0,0,13,6194.0,67,53,0,214,0,73
37,45-54,male,63,7.0,12,0,0,14,6322.0,68,54,0,216,0,74
38,45-54,male,63,7.0,12,0,0,14,6449.0,68,55,0,217,0,74
39,45-54,male,63,7.0,13,0,0,15,6577.0,69,55,0,219,0,74
40,45-54,male,63,7.0,13,0,0,15,6705.0,70,56,0,220,0,74
41,45-54,male,64,7.0,14,0,0,16,6834.0,71,57,0,222,0,74
42,45-54,male,64,7.0,14,0,0,17,6963.0,72,57,0,223,0,75
43,45-54,male,64,7.0,15,0,0,18,7092.0,73,58,0,225,0,75
44,45-54,male,64,7.0,15,0,0,18,7221.0,73,58,0,226,0,75
45,45-54,male,65,7.0,16,0,0,19,7350.0,74,59,0,228,0,75
46,45-54,male,65,7.0,16,0,0,20,7481.0,75,60,0,229,0,75
47,45-54,male,65,7.0,17,0,0,21,7611.0,76,60,0,231,0,75
48,45-54,male,65,7.0,18,0,0,21,7743.0,77,61,0,232,0,76
49,45-54,male,65,8.0,18,0,0,22,7876.0,78,62,0,234,0,76
50,45-54,male,66,8.0,19,0,0,23,8009.0,78,62,0,235,0,76
51,45-54,male,66,8.0,20,0,0,24,8142.0,79,63,0,237,0,76
52,45-54,male,66,8.0,20,0,0,25,8278.0,80,64,0,238,0,76
53,45-54,male,66,8.0,21,0,0,26,8415.0,81,64,0,240,0,76
54,45-54,male,66,8.0,22,0,0,27,8554.0,82,65,0,242,0,77
55,45-54,male,67,8.0,22,0,0,28,8694.25,83,66,0,243,0,77
56,45-54,male,67,8.0,23,0,0,29,8838.0,83,66,0,245,0,77
57,45-54,male,67,8.0,24,1,0,30,8983.0,84,67,0,246,0,77
58,45-54,male,67,9.0,25,1,0,32,9130.0,85,68,0,248,0,77
59,45-54,male,68,9.0,26,1,0,33,9279.0,86,68,0,249,0,77
60,45-54,male,68,9.0,26,1,0,34,9430.0,87,69,0,251,0,78
61,45-54,male,68,9.0,27,1,0,35,9585.0,88,70,0,253,0,78
62,45-54,male,68,10.0,28,1,0,37,9745.0,89,70,0,254,0,78
63,45-54,male,69,10.0,29,1,0,38,9910.0,89,71,0,256,0,78
64,45-54,male,69,10.0,30,1,0,39,10043.0,90,72,0,257,0,78
65,45-54,male,69,11.0,31,1,0,41,10179.0,91,72,0,259,0,78
66,45-54,male,69,11.0,32,2,0,42,10325.0,92,73,0,261,0,79
67,45-54,male,70,11.0,33,2,0,44,10478.0,93,74,0,263,0,79
68,45-54,male,70,11.0,34,2,0,46,10635.0,94,74,0,264,0,79
69,45-54,male,70,11.0,35,2,0,47,10797.0,95,75,0,266,0,79
70,45-54,male,70,12.0,36,2,0,49,10966.0,96,76,0,268,0,79
71,45-54,male,71,12.0,38,2,0,51,11136.0,97,77,0,270,0,80
72,45-54,male,71,13.0,39,3,0,53,11309.0,98,77,0,272,0,80
73,45-54,male,71,13.0,40,3,0,55,11489.0,99,78,0,273,0,80
74,45-54,male,71,14.0,42,3,0,57,11675.0,100,79,0,275,0,80
75,45-54,male,72,14.0,43,3,0,59,11866.0,101,80,0,277,25,80
76,45-54,male,72,15.0,44,4,0,61,12062.0,102,81,0,279,56,80
77,45-54,male,72,16.0,46,4,0,64,12261.0,103,82,0,282,62,81
78,45-54,male,73,17.0,47,4,0,66,12470.0,104,83,0,284,67,81
79,45-54,male,73,18.0,49,5,0,69,12682.0,105,83,0,286,73,81
80,45-54,male,73,19.0,51,5,0,72,12903.0,106,84,0,288,79,81
81,45-54,male,74,20.0,53,6,0,74,13135.0,108,85,0,291,87,82
82,45-54,male,74,20.0,55,6,0,78,13376.0,109,86,0,293,96,82
83,45-54,male,74,21.0,57,7,0,81,13630.0,110,87,0,296,107,82
84,45-54,male,75,22.0,59,8,0,84,13899.0,112,88,0,298,120,82
85,45-54,male,75,22.0,61,8,0,88,14180.0,113,90,1,301,134,83
86,45-54,male,76,22.0,64,9,0,92,14476.0,115,91,1,304,150,83
87,45-54,male,76,22.0,67,10,0,96,14791.0,116,92,1,307,171,83
88,45-54,male,76,22.0,70,11,0,100,15120.0,118,93,1,311,221,83
89,45-54,male,77,22.0,73,12,0,105,15467.0,120,95,1,314,268,84
90,45-54,male,78,22.0,77,14,0,111,15845.0,122,96,1,318,307,84
91,45-54,male,78,22.0,80,15,1,117,16255.0,124,98,1,322,337,84
92,45-54,male,79,23.0,85,17,1,123,16703.0,126,100,1,327,360,85
93,45-54,male,79,23.0,90,19,1,130,17198.0,128,102,1,332,379,85
94,45-54,male,80,23.0,96,21,2,139,17749.0,131,104,2,338,397,85
95,45-54,male,81,23.0,103,24,3,149,18380.0,135,106,2,345,413,86
96,45-54,male,82,24.0,111,27,4,160,19116.0,138,109,2,353,430,87
97,45-54,male,83,24.0,121,30,6,175,20015.0,143,113,2,363,448,87
98,45-54,male,85,25.0,133,35,10,194,21033.0,150,118,3,377,468,88
99,45-54,male,88,28.0,150,41,16,222,22408.0,160,125,3,399,492,89
100,45-54,male,92,36.0,175,51,26,265,24468.0,189,144,4,456,528,96
1,55-64,female,51,7.0,1,0,0,1,21.0,11,6,0,114,0,60
2,55-64,female,52,7.0,1,0,0,1,109.0,18,11,0,128,0,62
3,55-64,female,54,7.0,1,0,0,1,320.0,23,15,0,138,0,63
4,55-64,female,54,7.0,1,0,0,2,620.0,27,18,0,146,0,64
5,55-64,female,55,7.0,2,0,0,2,930.0,30,20,0,152,0,65
6,55-64,female,56,7.0,2,0,0,2,1212.0,33,22,0,158,0,65
7,55-64,female,56,7.0,2,0,0,2,1467.0,35,24,0,163,0,66
8,55-64,female,57,7.0,3,0,0,3,1701.0,38,26,0,168,0,66
9,55-64,female,57,7.0,3,0,0,3,1915.0,40,27,0,172,0,67
10,55-64,female,57,7.0,3,0,0,4,2113.0,42,28,0,176,0,67
11,55-64,female,58,7.0,4,0,0,4,2298.0,43,30,0,179,0,68
12,55-64,female,58,7.0,4,0,0,4,2472.0,45,31,0,183,0,68
13,55-64,female,58,7.0,4,0,0,5,2637.0,47,32,0,186,0,68
14,55-64,female,59,7.0,5,0,0,5,2794.0,48,33,0,189,0,69
15,55-64,female,59,7.0,5,0,0,6,2946.0,50,34,0,192,0,69
16,55-64,female,59,7.0,5,0,0,6,3091.0,51,35,0,194,0,69
17,55-64,female,60,7.0,6,0,0,6,3231.0,53,36,0,197,0,69
18,55-64,female,60,7.0,6,0,0,7,3368.0,54,37,0,199,0,70
19,55-64,female,60,7.0,7,0,0,7,3501.0,55,38,0,201,0,70
20,55-64,female,60,7.0,7,0,0,8,3631.0,57,39,0,204,0,70
21,55-64,female,61,7.0,7,0,0,8,3759.0,58,40,0,206,0,71
22,55-64,female,61,7.0,8,0,0,9,3885.0,59,41,0,208,0,71
23,55-64,female,61,7.0,8,0,0,9,4008.0,60,41,0,210,0,71
24,55-64,female,61,7.0,9,0,0,10,4129.0,61,42,0,212,0,71
25,55-64,female,62,7.0,9,0,0,11,4248.0,62,43,0,214,0,71
26,55-64,female,62,7.0,10,0,0,11,4367.0,64,44,0,216,0,72
27,55-64,female,62,7.0,10,0,0,12,4485.0,65,45,0,218,0,72
28,55-64,female,62,7.0,11,0,0,12,4601.0,66,45,0,219,0,72
29,55-64,female,63,7.0,11,0,0,13,4717.0,67,46,0,221,0,72
30,55-64,female,63,7.0,12,0,0,14,4833.0,68,47,0,223,0,73
31,55-64,female,63,7.0,13,0,0,14,4949.0,69,47,0,225,0,73
32,55-64,female,63,7.0,13,0,0,15,5061.0,70,48,0,226,0,73
33,55-64,female,63,7.0,14,0,0,16,5173.0,71,49,0,228,0,73
34,55-64,female,64,7.0,14,0,0,16,5285.0,72,50,0,230,0,73
35,55-64,female,64,7.0,15,0,0,17,5398.0,72,50,0,231,0,73
36,55-64,female,64,7.0,15,0,0,18,5512.0,73,51,0,233,0,74
37,55-64,female,64,7.0,16,0,0,19,5625.0,74,51,0,235,0,74
38,55-64,female,64,7.0,17,0,0,19,5739.0,75,52,0,236,0,74
39,55-64,female,65,7.0,17,0,0,20,5854.0,76,53,0,238,0,74
40,55-64,female,65,7.0,18,0,0,21,5970.0,77,53,0,239,0,74
41,55-64,female,65,7.0,19,0,0,22,6084.0,78,54,0,241,0,75
42,55-64,female,65,7.0,19,0,0,23,6199.0,79,55,0,243,0,75
43,55-64,female,65,7.0,20,0,0,24,6315.0,80,55,0,244,0,75
44,55-64,female,66,7.0,21,0,0,24,6433.0,81,56,0,246,0,75
45,55-64,female,66,7.0,22,0,0,25,6551.0,81,57,0,247,0,75
46,55-64,female,66,7.0,22,0,0,26,6669.0,82,57,0,249,0,75
47,55-64,female,66,7.0,23,0,0,27,6790.0,83,58,0,250,0,76
48,55-64,female,66,7.0,24,0,0,28,6912.0,84,59,0,252,0,76
49,55-64,female,67,7.0,25,0,0,29,7034.0,85,59,0,253,0,76
50,55-64,female,67,7.0,25,0,0,30,7157.0,86,60,0,255,0,76
51,55-64,female,67,8.0,26,0,0,31,7281.0,87,60,0,256,0,76
52,55-64,female,67,8.0,27,0,0,32,7407.0,87,61,0,258,0,76
53,55-64,female,67,8.0,28,1,0,34,7535.0,88,62,0,259,0,77
54,55-64,female,68,8.0,29,1,0,35,7663.0,89,62,0,261,0,77
55,55-64,female,68,8.0,30,1,0,36,7794.0,90,63,0,263,0,77
56,55-64,female,68,8.0,31,1,0,37,7928.0,91,64,0,264,0,77
57,55-64,female,68,8.0,32,1,0,38,8059.0,92,64,0,266,0,77
58,55-64,female,69,8.0,32,1,0,40,8192.0,93,65,0,267,0,77
59,55-64,female,69,9.0,33,1,0,41,8330.0,94,66,0,269,0,78
60,55-64,female,69,9.0,34,1,0,42,8471.0,94,66,0,270,0,78
61,55-64,female,69,9.0,35,1,0,44,8614.0,95,67,0,272,0,78
62,55-64,female,69,9.0,37,1,0,45,8760.0,96,68,0,274,0,78
63,55-64,female,70,10.0,38,2,0,47,8910.0,97,68,0,275,0,78
64,55-64,female,70,10.0,39,2,0,48,9063.0,98,69,0,277,0,78
65,55-64,female,70,11.0,40,2,0,50,9219.0,99,70,0,279,0,79
66,55-64,female,70,11.0,41,2,0,52,9380.0,100,70,0,280,0,79
67,55-64,female,71,11.0,42,2,0,53,9546.0,101,71,0,282,0,79
68,55-64,female,71,11.0,43,2,0,55,9719.0,102,72,0,284,0,79
69,55-64,female,71,11.0,45,3,0,57,9901.0,103,72,0,286,0,79
70,55-64,female,71,12.0,46,3,0,59,10040.0,104,73,0,287,0,80
71,55-64,female,71,12.0,47,3,0,61,10169.0,105,74,0,289,0,80
72,55-64,female,72,13.0,49,3,0,63,10314.0,106,75,0,291,0,80
73,55-64,female,72,14.0,50,3,0,65,10472.0,107,75,0,293,0,80
74,55-64,female,72,14.0,52,4,0,67,10638.0,108,76,0,295,38,80
75,55-64,female,73,15.0,53,4,0,69,10812.0,109,77,0,297,58,81
76,55-64,female,73,16.0,55,4,0,72,10995.0,110,78,0,299,62,81
77,55-64,female,73,17.0,57,5,0,74,11179.0,111,79,0,301,67,81
78,55-64,female,73,18.0,58,5,0,77,11372.0,112,80,0,304,73,81
79,55-64,female,74,19.0,60,6,0,79,11573.0,113,81,0,306,79,81
80,55-64,female,74,20.0,62,6,0,82,11785.0,114,82,0,308,86,82
81,55-64,female,74,21.0,64,6,0,85,12008.0,116,82,0,311,94,82
82,55-64,female,75,21.0,66,7,0,88,12228.0,117,83,0,313,103,82
83,55-64,female,75,22.0,69,8,0,91,12463.0,118,84,1,316,115,82
84,55-64,female,75,22.0,71,8,0,95,12709.0,120,86,1,318,128,82
85,55-64,female,76,22.0,74,9,0,99,12973.0,121,87,1,321,144,83
86,55-64,female,76,22.0,76,10,0,103,13247.0,123,88,1,324,163,83
87,55-64,female,77,22.0,79,11,0,107,13541.0,124,89,1,327,211,83
88,55-64,female,77,22.0,82,12,0,111,13858.0,126,90,1,331,263,84
89,55-64,female,77,22.0,86,13,0,116,14198.0,128,92,1,334,307,84
90,55-64,female,78,22.0,89,14,0,122,14563.0,130,93,1,338,341,84
91,55-64,female,78,22.0,93,16,1,128,14974.0,132,95,1,343,366,84
92,55-64,female,79,22.0,98,17,1,134,15393.0,134,97,2,347,387,85
93,55-64,female,80,23.0,103,19,1,141,15874.0,137,99,2,352,404,85
94,55-64,female,80,23.0,108,21,2,150,16417.0,140,101,2,358,420,86
95,55-64,female,81,23.0,115,24,2,159,17051.0,143,103,2,365,434,86
96,55-64,female,82,24.0,122,27,3,171,17792.0,147,106,2,373,449,87
97,55-64,female,83,24.0,131,30,5,185,18710.0,151,110,3,383,465,87
98,55-64,female,85,25.0,142,35,7,203,19942.0,158,115,3,396,482,88
99,55-64,female,87,27.0,156,41,13,228,21524.0,167,123,4,415,502,90
100,55-64,female,92,36.0,175,51,26,265,24468.0,189,144,4,456,528,96
1,55-64,male,48,7.0,1,0,0,1,33.0,6,5,0,108,0,60
2,55-64,male,50,7.0,1,0,0,1,175.0,11,8,0,121,0,62
3,55-64,male,51,7.0,1,0,0,1,459.0,16,12,0,130,0,63
4,55-64,male,52,7.0,1,0,0,2,818.0,19,15,0,137,0,64
5,55-64,male,53,7.0,2,0,0,2,1160.0,22,17,0,143,0,65
6,55-64,male,53,7.0,2,0,0,2,1469.0,24,19,0,148,0,66
7,55-64,male,54,7.0,2,0,0,2,1748.0,27,21,0,153,0,66
8,55-64,male,54,7.0,2,0,0,3,2000.0,29,22,0,158,0,67
9,55-64,male,55,7.0,3,0,0,3,2235.0,31,24,0,162,0,67
10,55-64,male,55,7.0,3,0,0,3,2452.0,32,25,0,165,0,68
11,55-64,male,55,7.0,3,0,0,4,2656.0,34,27,0,169,0,68
12,55-64,male,56,7.0,4,0,0,4,2851.0,35,28,0,172,0,68
13,55-64,male,56,7.0,4,0,0,5,3037.0,37,29,0,175,0,69
14,55-64,male,56,7.0,4,0,0,5,3215.0,38,30,0,178,0,69
15,55-64,male,57,7.0,5,0,0,5,3384.0,40,31,0,181,0,69
16,55-64,male,57,7.0,5,0,0,6,3549.0,41,32,0,183,0,70
17,55-64,male,57,7.0,6,0,0,6,3709.0,42,33,0,186,0,70
18,55-64,male,57,7.0,6,0,0,7,3865.0,44,34,0,188,0,70
19,55-64,male,58,7.0,6,0,0,7,4017.0,45,35,0,191,0,70
20,55-64,male,58,7.0,7,0,0,8,4165.0,46,36,0,193,0,71
21,55-64,male,58,7.0,7,0,0,8,4311.0,47,36,0,195,0,71
22,55-64,male,59,7.0,8,0,0,9,4453.0,48,37,0,197,0,71
23,55-64,male,59,7.0,8,0,0,10,4594.0,49,38,0,200,0,71
24,55-64,male,59,7.0,9,0,0,10,4733.0,50,39,0,202,0,72
25,55-64,male,59,7.0,9,0,0,11,4870.0,51,40,0,204,0,72
26,55-64,male,59,7.0,10,0,0,11,5007.0,52,40,0,206,0,72
27,55-64,male,60,7.0,10,0,0,12,5139.0,53,41,0,207,0,72
28,55-64,male,60,7.0,11,0,0,13,5272.0,54,42,0,209,0,73
29,55-64,male,60,7.0,11,0,0,13,5404.0,55,43,0,211,0,73
30,55-64,male,60,7.0,12,0,0,14,5535.0,56,43,0,213,0,73
31,55-64,male,61,7.0,12,0,0,15,5667.0,57,44,0,215,0,73
32,55-64,male,61,7.0,13,0,0,15,5798.0,58,45,0,217,0,73
33,55-64,male,61,7.0,13,0,0,16,5928.0,59,45,0,218,0,73
34,55-64,male,61,7.0,14,0,0,17,6058.0,60,46,0,220,0,74
35,55-64,male,62,7.0,15,0,0,18,6187.0,61,47,0,222,0,74
36,55-64,male,62,7.0,15,0,0,18,6317.0,62,47,0,223,0,74
37,55-64,male,62,7.0,16,0,0,19,6447.0,63,48,0,225,0,74
38,55-64,male,62,7.0,17,0,0,20,6577.0,64,49,0,227,0,74
39,55-64,male,62,7.0,17,0,0,21,6708.0,64,49,0,228,0,75
40,55-64,male,63,7.0,18,0,0,22,6838.0,65,50,0,230,0,75
41,55-64,male,63,7.0,19,0,0,23,6971.0,66,51,0,232,0,75
42,55-64,male,63,7.0,19,0,0,24,7101.0,67,51,0,233,0,75
43,55-64,male,63,7.0,20,0,0,25,7231.0,68,52,0,235,0,75
44,55-64,male,63,7.0,21,0,0,26,7365.0,69,53,0,236,0,75
45,55-64,male,64,7.0,21,0,0,27,7498.0,70,53,0,238,0,76
46,55-64,male,64,7.0,22,0,0,28,7632.0,70,54,0,240,0,76
47,55-64,male,64,7.0,23,0,0,29,7768.0,71,54,0,241,0,76
48,55-64,male,64,7.0,24,0,0,30,7904.0,72,55,0,243,0,76
49,55-64,male,65,7.0,25,0,0,31,8040.0,73,56,0,244,0,76
50,55-64,male,65,7.0,25,1,0,32,8175.0,74,56,0,246,0,76
51,55-64,male,65,7.0,26,1,0,33,8314.0,75,57,0,247,0,77
52,55-64,male,65,7.0,27,1,0,34,8455.0,76,58,0,249,0,77
53,55-64,male,65,8.0,28,1,0,36,8596.0,76,58,0,251,0,77
54,55-64,male,66,8.0,29,1,0,37,8740.0,77,59,0,252,0,77
55,55-64,male,66,8.0,30,1,0,38,8886.0,78,60,0,254,0,77
56,55-64,male,66,8.0,31,1,0,40,9034.0,79,60,0,256,0,77
57,55-64,male,66,8.0,32,1,0,41,9183.0,80,61,0,257,0,78
58,55-64,male,67,8.0,33,1,0,42,9336.0,81,62,0,259,0,78
59,55-64,male,67,8.0,34,1,0,44,9492.0,82,62,0,260,0,78
60,55-64,male,67,8.0,35,2,0,45,9653.0,82,63,0,262,0,78
61,55-64,male,67,9.0,36,2,0,47,9818.0,83,64,0,264,0,78
62,55-64,male,67,9.0,37,2,0,49,9986.0,84,64,0,265,0,78
63,55-64,male,68,9.0,38,2,0,50,10105.0,85,65,0,267,0,79
64,55-64,male,68,9.0,39,2,0,52,10243.0,86,66,0,269,0,79
65,55-64,male,68,10.0,40,2,0,54,10391.0,87,66,0,271,0,79
66,55-64,male,68,10.0,42,3,0,56,10542.0,88,67,0,272,0,79
67,55-64,male,69,10.0,43,3,0,57,10698.0,89,68,0,274,0,79
68,55-64,male,69,11.0,44,3,0,59,10859.0,90,69,0,276,0,79
69,55-64,male,69,11.0,46,3,0,61,11025.0,91,69,0,278,0,80
70,55-64,male,69,11.0,47,3,0,63,11190.0,92,70,0,280,0,80
71,55-64,male,70,11.0,48,4,0,65,11362.0,93,71,0,282,0,80
72,55-64,male,70,11.0,50,4,0,68,11538.0,94,72,0,283,0,80
73,55-64,male,70,12.0,51,4,0,70,11719.0,95,72,0,285,28,80
74,55-64,male,71,12.0,53,5,0,72,11906.0,96,73,0,287,56,81
75,55-64,male,71,13.0,55,5,0,75,12095.0,97,74,0,290,61,81
76,55-64,male,71,14.0,56,5,0,77,12287.0,98,75,0,292,65,81
77,55-64,male,71,14.0,58,6,0,80,12489.0,99,76,0,294,69,81
78,55-64,male,72,15.0,60,6,0,83,12695.0,100,77,0,296,75,81
79,55-64,male,72,16.0,62,7,0,86,12914.0,102,78,0,298,81,82
80,55-64,male,72,17.0,64,7,0,89,13140.0,103,78,0,301,88,82
81,55-64,male,73,18.0,66,8,0,92,13374.0,104,79,0,303,96,82
82,55-64,male,73,19.0,68,8,0,95,13619.0,105,80,0,306,106,82
83,55-64,male,73,20.0,70,9,0,99,13877.0,107,82,1,308,118,82
84,55-64,male,74,21.0,73,10,0,103,14144.0,108,83,1,311,131,83
85,55-64,male,74,22.0,76,11,0,107,14425.0,110,84,1,314,146,83
86,55-64,male,75,22.0,78,12,0,111,14725.0,111,85,1,317,163,83
87,55-64,male,75,22.0,81,13,0,115,15047.0,113,86,1,320,201,83
88,55-64,male,76,22.0,85,14,0,120,15368.0,115,88,1,324,246,84
89,55-64,male,76,22.0,88,15,1,125,15718.0,116,89,1,327,287,84
90,55-64,male,77,22.0,92,16,1,131,16098.0,118,91,1,331,320,84
91,55-64,male,77,22.0,96,18,1,137,16507.0,121,92,1,335,346,85
92,55-64,male,78,22.0,101,19,2,144,16963.0,123,94,1,340,366,85
93,55-64,male,79,22.0,106,21,2,152,17453.0,126,96,2,345,384,85
94,55-64,male,79,23.0,111,24,3,160,18013.0,129,98,2,351,401,86
95,55-64,male,80,23.0,118,26,4,170,18640.0,132,101,2,358,417,86
96,55-64,male,81,23.0,126,29,5,182,19374.0,136,104,2,366,433,87
97,55-64,male,83,24.0,134,33,8,196,20240.0,141,108,3,376,450,87
98,55-64,male,84,25.0,145,37,11,213,21239.0,148,113,3,389,470,88
99,55-64,male,87,27.0,158,43,17,235,22556.0,158,120,4,409,493,90
100,55-64,male,92,36.0,175,51,26,265,24468.0,189,144,4,456,528,96
1,65+,female,49,7.0,1,0,0,1,27.0,5,4,0,117,0,60
2,65+,female,51,7.0,1,0,0,1,136.0,11,6,0,131,0,62
3,65+,female,52,7.0,1,0,0,2,343.0,16,10,0,141,0,63
4,65+,female,53,7.0,2,0,0,2,583.0,20,12,0,150,0,64
5,65+,female,54,7.0,2,0,0,2,811.0,23,14,0,157,0,65
6,65+,female,54,7.0,2,0,0,3,1020.0,25,16,0,163,0,65
7,65+,female,55,7.0,3,0,0,3,1212.0,28,18,0,169,0,66
8,65+,female,55,7.0,3,0,0,4,1390.0,30,20,0,174,0,66
9,65+,female,56,7.0,4,0,0,4,1556.0,32,21,0,179,0,67
10,65+,female,56,7.0,4,0,0,5,1713.0,34,22,0,183,0,67
11,65+,female,56,7.0,5,0,0,5,1862.0,36,24,0,187,0,68
12,65+,female,57,7.0,5,0,0,6,2004.0,37,25,0,191,0,68
13,65+,female,57,7.0,6,0,0,7,2139.0,39,26,0,194,0,68
14,65+,female,57,7.0,6,0,0,7,2271.0,41,27,0,198,0,69
15,65+,female,58,7.0,7,0,0,8,2399.0,42,28,0,201,0,69
16,65+,female,58,7.0,7,0,0,9,2523.0,44,29,0,204,0,69
17,65+,female,58,7.0,8,0,0,9,2644.0,45,30,0,206,0,70
18,65+,female,59,7.0,9,0,0,10,2763.0,46,31,0,209,0,70
19,65+,female,59,7.0,9,0,0,11,2879.0,48,32,0,212,0,70
20,65+,female,59,7.0,10,0,0,11,2994.0,49,33,0,214,0,70
21,65+,female,59,7.0,10,0,0,12,3105.0,50,34,0,217,0,71
22,65+,female,59,7.0,11,0,0,13,3215.0,51,34,0,219,0,71
23,65+,female,60,7.0,12,0,0,14,3325.0,53,35,0,221,0,71
24,65+,female,60,7.0,12,0,0,15,3433.0,54,36,0,223,0,71
25,65+,female,60,7.0,13,0,0,15,3540.0,55,37,0,225,0,71
26,65+,female,60,7.0,14,0,0,16,3647.0,56,37,0,227,0,72
27,65+,female,61,7.0,14,0,0,17,3754.0,57,38,0,230,0,72
28,65+,female,61,7.0,15,0,0,18,3860.0,58,39,0,232,0,72
29,65+,female,61,7.0,16,0,0,19,3967.0,59,40,0,233,0,72
30,65+,female,61,7.0,17,0,0,20,4071.0,60,40,0,235,0,72
31,65+,female,61,7.0,17,0,0,21,4176.0,61,41,0,237,0,73
32,65+,female,62,7.0,18,0,0,22,4281.0,62,42,0,239,0,73
33,65+,female,62,7.0,19,0,0,23,4386.0,63,43,0,241,0,73
34,65+,female,62,7.0,20,0,0,24,4492.0,64,43,0,243,0,73
35,65+,female,62,7.0,20,0,0,25,4597.0,65,44,0,244,0,73
36,65+,female,62,7.0,21,0,0,26,4704.0,66,45,0,246,0,74
37,65+,female,63,7.0,22,0,0,27,4811.0,67,45,0,248,0,74
38,65+,female,63,7.0,23,0,0,28,4920.0,68,46,0,250,0,74
39,65+,female,63,7.0,24,0,0,29,5026.0,69,47,0,251,0,74
40,65+,female,63,7.0,25,0,0,30,5129.0,70,47,0,253,0,74
41,65+,female,63,7.0,26,1,0,31,5234.0,71,48,0,255,0,74
42,65+,female,64,7.0,26,1,0,33,5341.0,72,49,0,256,0,75
43,65+,female,64,7.0,27,1,0,34,5449.0,73,49,0,258,0,75
44,65+,female,64,7.0,28,1,0,35,5558.0,74,50,0,260,0,75
45,65+,female,64,7.0,29,1,0,36,5670.0,75,50,0,261,0,75
46,65+,female,64,7.0,30,1,0,38,5783.0,76,51,0,263,0,75
47,65+,female,65,7.0,31,1,0,39,5898.0,77,52,0,265,0,75
48,65+,female,65,7.0,32,1,0,40,6014.0,78,52,0,266,0,76
49,65+,female,65,7.0,33,1,0,42,6127.0,78,53,0,268,0,76
50,65+,female,65,7.0,34,1,0,43,6243.0,79,54,0,269,0,76
51,65+,female,65,7.0,35,2,0,44,6361.0,80,54,0,271,0,76
52,65+,female,66,7.0,36,2,0,46,6481.0,81,55,0,273,0,76
53,65+,female,66,7.0,37,2,0,47,6603.0,82,56,0,274,0,76
54,65+,female,66,7.0,39,2,0,49,6729.0,83,56,0,276,0,77
55,65+,female,66,7.0,40,2,0,50,6856.0,84,57,0,278,0,77
56,65+,female,66,8.0,41,2,0,52,6987.0,85,58,0,279,0,77
57,65+,female,67,8.0,42,2,0,54,7115.0,86,58,0,281,0,77
58,65+,female,67,8.0,43,3,0,55,7245.0,87,59,0,282,0,77
59,65+,female,67,8.0,44,3,0,57,7378.0,88,60,0,284,0,77
60,65+,female,67,8.0,46,3,0,59,7516.0,89,60,0,286,0,78
