datetime,steps,sleep_minutes,bed_time,wake_up_time,resting_heart_rate,heart_rate_variability,active_zone_minutes,deep_sleep_minutes,rem_sleep_minutes,light_sleep_minutes,awake_minutes,deep_sleep_percent,rem_sleep_percent,light_sleep_percent,awake_percent,sleep_score,stress_management_score,readiness_score,cardio_load_total,fatburn_active_zone_minutes,cardio_active_zone_minutes,peak_active_zone_minutes
2024-10-16,8958,469,2024-10-16 22:27:00,2024-10-17 06:16:00,57.0,30.1,40,101,108,243,16,21.6,23.1,51.9,3.5,69,78.0,59,56.2,21,14,3
2024-10-17,9234,476,2024-10-17 00:06:00,2024-10-17 08:02:00,61.7,47.0,48,78,109,237,50,16.6,22.9,50.0,10.5,75,55.0,77,22.4,16,15,4
2024-10-18,11555,326,2024-10-18 22:31:00,2024-10-19 03:57:00,66.1,48.9,73,40,57,156,60,12.6,17.7,48.0,21.7,67,73.0,57,23.3,45,20,11
2024-10-19,4816,404,2024-10-19 21:10:00,2024-10-20 03:54:00,57.2,40.7,20,69,101,201,31,17.2,25.0,49.9,7.9,70,,63,70.2,6,7,5
2024-10-20,7094,403,2024-10-20 23:09:00,2024-10-21 05:52:00,57.2,52.6,25,76,99,233,5,18.9,24.8,58.0,-1.7,61,74.0,82,14.8,7,13,4
2024-10-21,8595,356,2024-10-21 23:08:00,2024-10-22 05:04:00,,37.2,57,54,65,177,57,15.3,18.5,49.9,16.2,80,68.0,42,43.6,39,19,8
2024-10-22,8564,384,2024-10-22 00:13:00,2024-10-22 06:37:00,52.3,,37,37,74,192,60,9.7,19.4,50.1,20.8,91,88.0,96,29.0,20,11,4
2024-10-23,11197,370,2024-10-23 22:12:00,2024-10-24 04:22:00,59.6,57.7,38,52,79,173,60,14.1,21.4,46.9,17.5,74,,85,42.0,22,13,3
2024-10-24,10650,498,2024-10-24 23:56:00,2024-10-25 08:14:00,65.6,57.8,54,90,94,305,7,18.1,19.0,61.3,1.6,85,73.0,52,53.7,30,15,6
2024-10-25,10627,462,2024-10-25 22:24:00,2024-10-26 06:06:00,62.9,37.4,49,76,113,264,8,16.5,24.6,57.2,1.8,87,52.0,100,69.7,23,13,4
2024-10-26,8610,477,2024-10-26 22:01:00,2024-10-27 05:58:00,61.2,65.6,66,69,107,202,60,14.5,22.6,42.5,20.3,68,,100,74.4,30,24,7
2024-10-27,6042,452,2024-10-27 23:34:00,2024-10-28 07:06:00,,41.6,34,85,79,226,60,18.9,17.6,50.1,13.4,70,83.0,72,31.6,14,14,4
2024-10-28,10363,369,2024-10-28 23:06:00,2024-10-29 05:15:00,59.6,46.0,50,63,69,212,23,17.2,18.7,57.6,6.4,85,77.0,63,40.7,33,17,9
2024-10-29,8379,396,2024-10-29 21:20:00,2024-10-30 03:56:00,52.3,44.0,32,69,105,243,5,17.4,26.8,61.4,-5.6,77,50.0,95,131.1,17,5,3
2024-10-30,9648,442,2024-10-30 00:17:00,2024-10-30 07:39:00,65.9,51.3,51,60,124,261,5,13.8,28.1,59.2,-1.1,67,67.0,70,45.0,32,18,8
2024-10-31,8739,365,2024-10-31 00:02:00,2024-10-31 06:07:00,67.4,48.3,58,49,88,194,33,13.5,24.2,53.2,9.1,72,,76,32.4,28,26,8
2024-11-01,9193,452,2024-11-01 22:41:00,2024-11-02 06:13:00,58.4,48.1,49,44,95,204,60,9.9,21.2,45.3,23.6,81,70.0,89,35.7,20,16,8
2024-11-02,7190,409,2024-11-02 23:53:00,2024-11-03 06:42:00,61.2,32.8,27,58,82,242,25,14.2,20.2,59.4,6.2,71,75.0,73,45.1,6,8,1
2024-11-03,4363,403,2024-11-03 23:38:00,2024-11-04 06:21:00,60.8,24.7,27,71,97,215,18,17.8,24.2,53.5,4.5,55,88.0,72,42.1,16,6,6
2024-11-04,13184,451,2024-11-04 23:40:00,2024-11-05 07:11:00,63.8,58.7,65,64,100,249,35,14.4,22.3,55.3,8.0,75,70.0,59,45.3,40,24,6
2024-11-05,6987,439,2024-11-05 22:48:00,2024-11-06 06:07:00,70.4,38.5,39,71,68,237,60,16.3,15.6,54.1,14.0,76,79.0,67,49.6,15,11,4
2024-11-06,6571,403,2024-11-06 22:10:00,2024-11-07 04:53:00,67.8,44.4,29,73,105,194,29,18.3,26.1,48.2,7.3,78,76.0,71,49.4,17,13,4
2024-11-07,11316,472,2024-11-07 22:38:00,2024-11-08 06:30:00,60.1,48.9,52,76,129,268,5,16.1,27.4,56.8,-0.3,88,78.0,60,30.9,19,16,9
2024-11-08,10583,371,2024-11-08 23:23:00,2024-11-09 05:34:00,64.7,64.5,48,60,92,208,9,16.4,24.9,56.1,2.5,78,75.0,61,57.4,21,17,9
2024-11-09,7248,447,2024-11-09 23:59:00,2024-11-10 07:26:00,68.3,46.9,45,48,78,236,60,10.9,17.6,52.9,18.6,79,66.0,75,52.4,23,15,8
2024-11-10,7256,446,2024-11-10 22:45:00,2024-11-11 06:11:00,64.0,40.3,32,62,86,255,40,14.0,19.5,57.4,9.2,86,67.0,52,59.9,7,15,7
2024-11-11,8975,406,2024-11-11 23:18:00,2024-11-12 06:04:00,62.0,38.7,40,81,59,195,60,20.2,14.6,48.1,17.1,78,63.0,64,15.7,19,15,4
2024-11-12,7205,434,2024-11-12 20:03:00,2024-11-13 03:17:00,64.2,44.6,26,66,123,232,11,15.3,28.4,53.7,2.6,95,55.0,98,53.1,8,13,6
2024-11-13,9151,363,2024-11-13 23:25:00,2024-11-14 05:28:00,58.5,34.1,50,75,74,200,13,20.7,20.6,55.1,3.6,67,84.0,70,10.3,28,17,9
2024-11-14,7645,461,2024-11-14 21:37:00,2024-11-15 05:18:00,59.2,45.3,41,59,144,213,43,12.8,31.3,46.3,9.5,70,72.0,69,46.5,19,13,1
2024-11-15,10950,411,2024-11-15 22:41:00,2024-11-16 05:32:00,56.7,44.4,50,64,122,224,5,15.7,29.8,54.7,-0.2,82,83.0,70,63.2,29,17,7
2024-11-16,5705,396,2024-11-16 22:31:00,2024-11-17 05:07:00,63.5,64.7,21,54,72,232,36,13.9,18.4,58.7,9.1,88,87.0,70,70.9,9,5,4
2024-11-17,4349,467,2024-11-17 22:38:00,2024-11-18 06:25:00,61.3,44.0,40,78,89,249,49,16.8,19.2,53.5,10.6,76,,81,56.7,13,15,4
2024-11-18,8357,388,2024-11-18 23:44:00,2024-11-19 06:12:00,57.9,21.9,22,68,92,212,14,17.7,23.9,54.8,3.6,69,58.0,81,63.5,3,5,1
2024-11-19,9825,356,2024-11-19 22:45:00,2024-11-20 04:41:00,61.2,77.1,54,59,53,205,37,16.8,15.0,57.8,10.4,92,,70,44.0,17,19,12
2024-11-20,7872,349,2024-11-20 23:35:00,2024-11-21 05:24:00,64.3,56.5,52,63,70,185,29,18.1,20.2,53.1,8.6,71,65.0,72,39.8,29,20,8
2024-11-21,7355,447,2024-11-21 22:39:00,2024-11-22 06:06:00,71.6,70.0,2,66,88,239,52,15.0,19.8,53.5,11.7,80,,90,103.9,13,5,0
2024-11-22,9487,362,2024-11-22 23:36:00,2024-11-23 05:38:00,,31.1,55,52,106,177,25,14.4,29.4,49.1,7.1,88,66.0,56,66.5,29,19,5
2024-11-23,6489,498,2024-11-23 23:32:00,2024-11-24 07:50:00,50.6,42.3,30,48,112,273,60,9.7,22.6,54.9,12.7,74,71.0,74,26.5,23,13,3
2024-11-24,4986,326,2024-11-24 22:35:00,2024-11-25 04:01:00,63.2,53.1,27,55,68,173,29,16.9,20.9,53.3,8.9,73,65.0,76,15.3,19,11,2
2024-11-25,8057,496,2024-11-25 23:02:00,2024-11-26 07:18:00,69.1,51.4,37,76,96,285,37,15.5,19.5,57.5,7.5,73,64.0,65,40.7,15,11,7
2024-11-26,9464,429,2024-11-26 22:08:00,2024-11-27 05:17:00,55.3,48.7,58,63,109,248,7,14.8,25.6,57.8,1.8,85,59.0,73,73.8,35,26,9
2024-11-27,6103,415,2024-11-27 21:07:00,2024-11-28 04:02:00,64.8,18.6,34,59,83,244,27,14.4,20.0,59.0,6.6,86,73.0,64,51.0,14,10,3
2024-11-28,6185,395,2024-11-28 22:32:00,2024-11-29 05:07:00,60.8,24.5,32,58,86,207,42,14.9,21.8,52.5,10.9,78,90.0,82,10.0,13,11,5
2024-11-29,7563,437,2024-11-29 00:58:00,2024-11-29 08:15:00,,63.2,28,62,84,192,60,14.3,19.4,44.1,22.1,93,84.0,58,46.5,12,14,3
2024-11-30,5573,418,2024-11-30 23:05:00,2024-12-01 06:03:00,,65.3,46,56,66,245,49,13.4,15.9,58.7,11.9,78,78.0,87,50.0,22,20,7
2024-12-01,6621,469,2024-12-01 22:40:00,2024-12-02 06:29:00,57.6,43.7,33,73,84,268,42,15.7,18.0,57.2,9.1,88,78.0,74,10.0,19,11,5
2024-12-02,11950,425,2024-12-02 22:38:00,2024-12-03 05:43:00,61.0,61.7,82,69,84,220,49,16.5,20.0,51.8,11.7,74,70.0,69,50.5,37,31,13
2024-12-03,10715,426,2024-12-03 22:03:00,2024-12-04 05:09:00,61.3,32.7,72,54,89,246,36,12.7,20.9,57.8,8.6,96,53.0,62,29.7,40,24,11
2024-12-04,8680,403,2024-12-04 00:12:00,2024-12-04 06:55:00,,,25,55,85,192,60,13.8,21.1,47.8,17.3,90,68.0,87,13.3,16,7,4
2024-12-05,8961,417,2024-12-05 23:48:00,2024-12-06 06:45:00,67.6,,38,59,90,250,15,14.4,21.6,60.2,3.8,76,62.0,67,82.1,20,9,8
2024-12-06,6994,433,2024-12-06 23:59:00,2024-12-07 07:12:00,57.8,34.8,24,65,86,230,50,15.0,20.0,53.3,11.6,89,73.0,60,28.8,21,10,4
2024-12-07,5962,343,2024-12-07 23:01:00,2024-12-08 04:44:00,67.0,,29,50,93,174,24,14.6,27.4,50.9,7.1,89,84.0,87,36.7,20,12,3
2024-12-08,5422,359,2024-12-08 23:59:00,2024-12-09 05:58:00,60.5,34.7,28,60,92,186,19,17.0,25.8,51.9,5.3,90,91.0,64,36.4,19,8,4
2024-12-09,9645,453,2024-12-09 22:04:00,2024-12-10 05:37:00,63.1,71.9,50,45,97,243,60,10.0,21.5,53.8,14.7,58,72.0,73,50.0,25,18,9
2024-12-10,7345,427,2024-12-10 22:43:00,2024-12-11 05:50:00,62.4,50.5,47,45,98,234,48,10.6,23.0,54.9,11.5,83,55.0,84,85.3,25,24,7
2024-12-11,10038,411,2024-12-11 22:26:00,2024-12-12 05:17:00,61.9,58.0,65,64,84,227,35,15.6,20.5,55.2,8.7,82,72.0,76,26.1,35,26,9
2024-12-12,12065,420,2024-12-12 22:31:00,2024-12-13 05:31:00,61.9,50.9,69,55,44,221,60,13.2,10.6,52.9,23.3,81,72.0,95,43.9,34,21,9
2024-12-13,8782,435,2024-12-13 23:20:00,2024-12-14 06:35:00,69.3,59.6,38,76,96,243,18,17.7,22.1,56.0,4.3,79,,64,52.4,17,16,6
2024-12-14,6803,395,2024-12-14 23:07:00,2024-12-15 05:42:00,66.2,34.6,26,73,91,217,12,18.5,23.2,55.0,3.2,79,71.0,72,32.6,0,6,2
2024-12-15,7380,384,2024-12-15 23:37:00,2024-12-16 06:01:00,60.2,62.4,36,60,59,198,60,15.7,15.5,51.8,17.0,88,72.0,73,43.5,21,3,7
